ID,direction,speed,reliability
1000514127,F,31,6
1000514227,T,34,6
1000531575,F,6,7
1000554544,T,35,6
1000554546,T,35,6
1000554547,T,35,6
1000554552,F,34,6
1000554553,F,25,6
1000555754,F,59,8
1000555754,T,57,8
1000555761,F,71,6
1000556840,F,50,6
1000556841,F,50,6
1000556848,F,50,6
1000556849,F,50,6
1000556850,T,39,6
1000556851,T,39,6
1000557018,F,30,6
1000557018,T,30,6
1000557019,F,30,6
1000557019,T,30,6
1000558429,T,30,6
1000558430,T,30,6
1000558432,T,21,6
1000558433,T,21,6
1000558434,T,21,6
1000558435,T,21,6
1000558485,F,46,6
1000558491,F,30,6
1000558494,F,25,6
1000558495,F,30,6
1000558496,T,77,7
1000558499,T,90,6
1000558647,F,28,6
1000558648,F,50,6
1000558649,F,47,6
1000558661,F,49,6
1000559465,F,50,6
1000559466,F,50,6
1000559993,T,62,8
1000559994,T,60,8
1000560668,T,30,6
1000560669,T,30,6
1000560670,T,30,6
1000560671,T,30,6
1000560676,F,50,6
1000560677,F,50,6
1000560680,F,29,6
1000560680,T,30,6
1000560681,F,30,6
1000560681,T,30,6
1000560682,F,30,6
1000560683,F,30,6
1000562448,F,30,6
1000562449,F,50,6
1000562492,F,48,7
1000562495,T,75,6
1000562496,T,75,6
1000562497,T,75,6
1000562499,T,70,6
1000562500,T,78,6
1000562505,T,60,6
1000562506,T,90,6
1000562659,F,30,6
1000562659,T,30,6
1000562672,F,30,6
1000562673,F,30,6
1000562676,F,30,6
1000562676,T,30,6
1000562677,F,30,6
1000562677,T,30,6
1000562678,F,30,6
1000562678,T,30,6
1000562686,T,30,6
1000562687,T,30,6
1000563253,F,46,6
1000563253,T,54,6
1000563254,F,48,6
1000563254,T,54,6
1000564175,T,65,6
1000564873,T,30,6
1000564874,T,30,6
1000566016,F,15,6
1000566017,F,15,6
1000566018,F,17,6
1000566019,F,17,6
1000566020,F,17,6
1000566021,F,17,6
1000566022,F,16,6
1000566022,T,25,6
1000566024,F,25,6
1000566024,T,16,6
1000566025,F,37,6
1000566025,T,16,6
1000566496,T,54,6
1000566497,T,62,6
1000566498,F,62,6
1000566499,T,62,6
1000566500,T,50,6
1000566501,T,50,6
1000566502,T,75,6
1000566503,T,75,6
1000566504,T,44,7
1000566505,T,44,7
1000567241,F,70,6
1000567241,T,59,8
1000567242,F,70,6
1000567242,T,59,8
1000567243,F,70,6
1000567243,T,59,8
1000567244,F,70,6
1000567244,T,59,8
1000567245,F,70,6
1000567245,T,59,8
1000567246,F,64,8
1000567246,T,65,8
1000567256,T,35,6
1000567257,T,35,6
1000567260,F,48,6
1000567261,F,47,6
1000567262,T,38,6
1000567263,T,32,6
1000567264,T,35,6
1000567265,T,35,6
1000567937,F,41,6
1000567937,T,44,6
1000567938,F,50,6
1000567938,T,44,6
1000567939,F,41,6
1000567939,T,32,6
1000567940,F,41,6
1000567940,T,44,6
1000567943,F,50,7
1000568163,F,31,6
1000568164,F,36,6
1000568533,F,30,8
1000568541,F,66,6
1000568542,F,90,6
1000568545,F,70,6
1000568550,F,66,6
1000568626,T,54,6
1000568627,T,53,6
1000569672,T,30,6
1000569673,T,30,6
1000569893,F,34,6
1000569894,F,34,6
1000569897,F,45,6
1000569898,F,45,6
1000569899,F,30,6
1000569900,F,30,6
1000573789,F,30,6
1000573790,F,30,6
1000574011,F,19,6
1000574045,T,30,7
1000574046,T,30,7
1000574050,T,30,7
1000574051,T,30,7
1000575407,F,33,6
1000575640,T,30,6
1000575641,T,30,6
1000576186,F,30,6
1000576187,F,30,6
1000582168,T,86,6
1000582169,T,86,6
1000582170,T,50,6
1000582171,T,50,6
1000582172,T,50,6
1000582173,T,50,6
1000582175,T,50,6
1000582178,F,76,6
1000582179,F,76,6
1000582182,T,86,6
1000582183,T,86,6
1000582186,T,81,6
1000582187,T,78,6
1000582498,F,42,6
1000582498,T,27,6
1000582499,F,43,6
1000582499,T,27,6
1000582500,T,49,6
1000582501,T,49,6
1000582502,T,49,6
1000582503,T,82,6
1000583027,F,45,6
1000583028,F,38,6
1000583151,F,35,8
1000583151,T,38,6
1000583152,F,30,8
1000583152,T,30,6
1000583153,T,28,6
1000583154,T,31,6
1000583418,F,30,6
1000583419,F,30,6
1000583423,F,30,6
1000583423,T,30,6
1000583424,F,30,6
1000583424,T,30,6
1000583547,T,50,8
1000583548,T,49,8
1000583549,T,50,8
1000583550,T,50,8
1000583551,T,67,8
1000583552,T,67,8
1000584716,F,56,6
1000584717,F,56,6
1000584718,F,37,6
1000598643,T,47,6
1000598644,T,47,6
1000602157,T,26,7
1000602158,T,16,7
1000602235,T,41,6
1000602236,T,35,6
1000602243,T,42,6
1000602244,T,40,6
1000602615,T,30,9
1000602616,T,30,9
1000602617,T,47,6
1000602618,T,47,6
1000602625,T,48,6
1000602626,T,48,6
1000602637,F,70,6
1000602637,T,51,6
1000602638,F,70,6
1000602638,T,59,8
1000602639,F,60,6
1000602639,T,56,6
1000602643,T,41,6
1000602644,T,41,6
1000602657,T,41,6
1000602811,F,22,6
1000602812,F,30,6
1000602813,F,25,6
1000602814,T,18,6
1000602829,F,50,6
1000602830,F,50,6
1000602957,T,50,8
1000602960,T,50,8
1000603098,T,13,6
1000603117,T,32,6
1000603118,T,24,6
1000603321,F,47,6
1000603322,F,48,6
1000603415,T,46,6
1000603416,T,44,6
1000603743,F,23,6
1000603744,F,23,6
1000603753,F,30,6
1000603753,T,30,6
1000603754,F,30,6
1000603754,T,30,6
1000604168,T,45,6
1000604169,T,31,6
1000604170,F,58,6
1000604215,F,28,6
1000604216,F,30,6
1000604217,T,29,6
1000604218,T,29,6
1000604219,F,35,6
1000604220,F,29,6
1000604221,F,28,6
1000604222,F,27,6
1000604347,F,19,6
1000604347,T,12,6
1000604348,F,21,6
1000604348,T,12,6
1000604349,F,49,6
1000604350,F,49,6
1000604353,F,49,6
1000604354,F,49,6
1000604357,T,22,6
1000604796,F,48,7
1000604797,F,50,7
1000604876,T,30,6
1000604877,T,29,6
1000604878,T,23,6
1000604879,T,22,6
1000604880,T,30,6
1000604881,T,30,6
1000604990,F,30,6
1000604990,T,30,6
1000604991,F,30,6
1000604991,T,30,6
1000605116,F,50,6
1000605117,F,77,6
1000605123,T,63,6
1000605124,T,50,6
1000605125,T,50,6
1000605126,T,50,6
1000605145,T,50,6
1000605146,T,50,6
1000605157,T,50,6
1000605158,T,50,6
1000605492,F,4,6
1000605496,F,50,6
1000605497,F,31,6
1000605498,T,50,6
1000605499,T,50,6
1000605500,T,47,7
1000605501,T,48,7
1000605502,F,25,8
1000605503,F,30,8
1000605504,F,31,8
1000605506,T,43,6
1000605507,T,43,6
1000605508,T,35,6
1000605509,T,35,6
1000605510,T,19,6
1000605511,T,19,6
1000605892,T,30,6
1000605894,T,24,6
1000605895,T,28,6
1000606105,T,27,6
1000606106,T,20,6
1000606107,T,35,6
1000606123,T,50,8
1000606124,T,50,8
1000606215,F,21,7
1000606216,F,24,7
1000606219,T,50,8
1000606220,T,50,8
1000606221,F,33,6
1000606221,T,25,6
1000606222,F,25,6
1000606222,T,25,6
1000607260,F,24,6
1000607261,F,24,6
1000607264,F,50,6
1000607265,F,50,6
1000607266,T,30,6
1000607267,T,30,6
1000607288,T,46,8
1000607289,T,30,7
1000607513,F,39,6
1000607513,T,50,6
1000607514,F,50,6
1000607514,T,50,6
1000607515,F,50,6
1000607515,T,50,6
1000607516,F,50,6
1000607516,T,50,6
1000607518,F,26,6
1000607660,T,50,6
1000607661,T,50,6
1000607662,F,45,8
1000607663,F,50,6
1000607674,T,50,6
1000607675,T,50,6
1000607767,F,40,6
1000607773,F,38,6
1000607828,F,31,6
1000607829,F,33,6
1000607831,T,42,6
1000607832,T,42,6
1000607847,T,50,6
1000607848,T,50,6
1000607849,T,90,6
1000607850,T,90,6
1000607906,F,20,7
1000607906,T,14,6
1000607907,F,23,7
1000607907,T,14,6
1000607908,T,16,6
1000607909,F,21,7
1000607909,T,15,6
1000607911,T,30,8
1000607912,T,30,8
1000607913,T,31,8
1000607960,T,28,6
1000607961,T,28,6
1000607962,T,36,6
1000607963,T,36,6
1000607985,T,30,6
1000607986,T,30,6
1000607987,T,88,6
1000607991,T,30,6
1000608053,F,36,6
1000608055,F,36,6
1000608056,F,36,6
1000608057,F,36,6
1000608064,T,38,6
1000608065,T,45,6
1000608096,T,50,8
1000608097,T,15,8
1000608256,F,42,7
1000608257,F,40,7
1000608428,T,44,6
1000608429,T,45,6
1000608432,T,60,6
1000608433,T,46,6
1000608681,F,40,8
1000608682,F,7,8
1000608712,T,14,10
1000608713,T,14,10
1000608791,T,30,6
1000608792,T,30,6
1000608793,T,33,6
1000608794,T,30,6
1000608832,F,54,6
1000608832,T,33,6
1000608833,F,50,6
1000608833,T,42,6
1000608834,F,40,7
1000608835,F,30,6
1000608838,T,50,8
1000608839,T,60,8
1000608846,T,46,6
1000608847,T,30,6
1000609648,T,30,6
1000609649,T,30,6
1000609822,T,30,6
1000610037,T,28,6
1000610038,T,28,6
1000610046,F,50,6
1000610048,T,50,6
1000610933,T,50,6
1000610934,T,50,6
1000610939,F,50,6
1000610939,T,50,7
1000610940,F,50,6
1000610940,T,50,7
1000610941,F,64,8
1000610942,F,47,8
1000610945,T,30,6
1000610946,T,30,6
1000610947,T,47,7
1000610951,T,30,6
1000610952,T,30,6
1000611555,F,12,6
1000611556,F,19,6
1000611557,T,17,8
1000611558,T,43,8
1000611559,T,27,6
1000611560,T,27,6
1000611561,F,50,6
1000611562,F,50,6
1000611567,F,50,6
1000611568,F,50,6
1000612709,F,23,8
1000612710,F,23,8
1000612713,F,30,8
1000612714,F,30,8
1000612764,T,21,6
1000612765,T,21,6
1000613840,T,19,6
1000613841,T,19,6
1000613844,F,38,10
1000613845,F,34,10
1000613850,F,26,6
1000613851,F,25,6
1000613852,T,23,6
1000613860,T,19,6
1000613861,T,17,6
1000615304,F,70,6
1000615305,F,50,6
1000615306,T,50,6
1000615307,F,30,7
1000615569,T,50,6
1000617608,F,68,6
1000617609,F,34,6
1000617626,T,36,6
1000617627,T,43,6
1000617679,F,6,6
1000617680,T,30,6
1000617704,T,23,6
1000617705,T,24,6
1000619750,T,63,6
1000619751,T,74,6
1000619779,F,41,6
1000619780,F,50,6
1000620231,T,42,7
1000620233,T,50,8
1000620238,F,50,6
1000621574,T,50,6
1000621575,T,50,6
1000621576,F,12,6
1000621577,T,12,6
1000621584,F,50,6
1000621585,F,50,6
1000622134,F,12,7
1000622715,F,27,6
1000622717,T,32,8
1000622719,T,27,6
1000622720,T,49,6
1000622721,T,49,6
1000622723,F,36,6
1000622726,F,36,6
1000622727,T,49,6
1000622729,F,27,6
1000622730,F,27,6
1000623769,T,30,6
1000623770,T,30,6
1000623771,T,30,6
1000623783,T,49,6
1000623784,T,44,6
1000623787,T,30,6
1000623788,T,30,6
1000624067,F,30,6
1000624068,F,30,6
1000624071,F,30,6
1000624072,F,30,6
1000624567,F,19,6
1000624568,F,19,6
1000624571,T,22,8
1000624572,T,24,8
1000624573,T,25,6
1000624574,T,25,6
1000626684,F,30,8
1000626685,F,30,8
1000626686,F,30,6
1000626686,T,30,7
1000626687,F,30,6
1000626687,T,30,7
1000626690,F,50,6
1000626690,T,50,7
1000626691,F,50,6
1000626691,T,50,7
1000627162,F,24,6
1000627163,F,26,6
1000627164,F,27,6
1000627165,F,27,6
1000627168,F,25,6
1000627169,F,25,6
1000627170,T,50,6
1000627171,T,50,6
1000627174,T,50,6
1000627175,T,50,6
1000634246,F,30,6
1000634251,F,30,6
1000634251,T,9,6
1000634252,F,30,6
1000634252,T,14,6
1000634253,F,30,6
1000634253,T,10,6
1000634255,F,26,6
1000634256,F,22,6
1000634257,T,30,6
1000634258,T,30,6
1000634262,T,30,6
1000634263,T,30,6
1000634264,T,30,6
1000634265,T,30,6
1000634268,F,30,6
1000634269,F,30,6
1000634837,F,50,6
1000634837,T,35,6
1000634838,F,50,6
1000634838,T,34,6
1000635345,F,70,6
1000635345,T,68,6
1000635346,F,79,6
1000635346,T,74,6
1000635809,T,30,6
1000635810,T,30,6
1000635811,T,30,6
1000635812,T,30,6
1000635813,T,30,6
1000635814,T,30,6
1000635815,T,30,6
1000635817,T,30,6
1000635818,F,30,6
1000635819,F,30,6
1000637548,T,50,6
1000637549,T,50,6
1000643914,T,30,6
1000643915,T,30,6
1000643916,T,30,6
1000643917,T,30,6
1000643922,T,25,6
1000643923,T,33,6
1000643930,T,25,6
1000643931,T,25,6
1000643932,T,15,7
1000643933,T,17,6
1000646365,F,29,6
1000646366,F,29,8
1000646372,F,28,8
1000646373,F,26,6
1000646374,F,27,6
1000646375,F,22,8
1000646376,F,19,8
1000646383,T,23,6
1000646384,T,23,6
1000646386,F,24,7
1000649481,T,32,6
1000649482,T,31,6
1000649483,T,36,6
1000649484,T,30,6
1000649485,T,27,7
1000649486,T,27,7
1000649489,F,5,6
1000649490,F,5,6
1000649957,F,30,7
1000649958,F,30,7
1000650700,F,77,6
1000650701,F,79,6
1000651403,F,12,6
1000651404,F,12,6
1000652582,T,30,6
1000652583,T,30,6
1000652584,T,30,6
1000652585,T,30,6
1000652586,T,30,6
1000652587,T,30,6
1000652592,T,30,6
1000652593,T,30,6
1000654670,T,36,6
1000654671,T,50,6
1000654672,T,15,6
1000654673,T,15,6
1000655536,F,24,6
1000655537,T,24,6
1000655538,F,44,6
1000655541,F,30,6
1000656012,F,22,6
1000656013,F,22,6
1000656331,F,32,6
1000656332,F,30,6
1000656333,F,30,6
1000656334,F,26,6
1000656335,F,26,6
1000656726,F,30,6
1000656727,F,30,6
1000656732,T,40,8
1000656733,T,40,8
1000657102,F,25,6
1000657103,F,27,6
1000657104,F,27,6
1000657105,F,27,6
1000657775,F,24,6
1000657775,T,41,6
1000657777,F,19,6
1000657778,F,20,6
1000657779,F,19,6
1000657780,F,19,6
1000658169,T,41,6
1000658170,F,33,7
1000658170,T,29,6
1000658192,F,30,6
1000659071,T,40,6
1000659072,T,40,6
1000659073,T,37,6
1000659074,F,8,7
1000659074,T,37,6
1000659076,T,37,6
1000659077,T,38,6
1000659078,T,38,6
1000659079,T,38,6
1000659080,T,38,6
1000659081,F,22,6
1000659082,F,22,6
1000659082,T,14,7
1000660098,F,29,6
1000660099,F,29,6
1000661097,F,30,6
1000661098,F,30,6
1000661103,F,39,6
1000661103,T,26,6
1000661104,F,40,6
1000661104,T,26,6
1000661773,T,26,6
1000661774,T,26,6
1000662147,F,18,6
1000662148,F,4,6
1000662161,T,28,6
1000662162,T,28,6
1000662433,F,23,6
1000662434,F,28,6
1000662438,F,19,6
1000662439,T,30,6
1000662440,F,30,6
1000662441,F,24,6
1000662442,F,24,6
1000662886,F,30,6
1000662887,F,30,6
1000662888,T,30,6
1000667844,T,39,6
1000668760,F,25,8
1000668761,F,26,8
1000670321,F,17,6
1000670322,F,24,6
1000670323,F,23,6
1000670324,F,38,6
1000670325,F,38,6
1000670326,F,5,6
1000670327,F,11,9
1000670331,F,28,7
1000670331,T,23,6
1000670333,F,32,6
1000674990,F,30,6
1000674990,T,30,6
1000674991,F,30,6
1000674991,T,31,6
1000674992,T,22,8
1000674993,T,22,8
1000674994,F,31,6
1000674995,F,28,8
1000674996,F,27,8
1000674996,T,27,10
1000674997,F,18,8
1000674997,T,26,10
1000674998,T,19,8
1000674999,T,22,8
1000675000,F,30,6
1000675000,T,35,6
1000675001,F,30,6
1000675001,T,35,6
1000675002,T,34,8
1000675003,T,34,8
1000675004,F,22,6
1000675005,F,21,6
1000675176,T,70,6
1000675181,T,70,6
1000675648,T,30,6
1000675649,T,30,6
1000675650,T,30,6
1000675651,T,30,6
1000675821,T,30,8
1000675823,T,30,8
1000675828,T,17,6
1000675829,T,5,6
1000675832,F,26,8
1000675856,T,29,6
1000675857,T,20,8
1000676251,T,50,6
1000676252,T,50,6
1000676255,T,30,6
1000676256,T,30,6
1000676257,T,30,6
1000676258,T,30,6
1000676261,T,30,6
1000676262,T,30,6
1000676457,F,19,6
1000676458,F,23,6
1000676459,T,30,6
1000676460,T,30,6
1000676729,F,22,6
1000676730,F,7,6
1000676825,T,32,6
1000676826,T,24,6
1000676827,F,63,6
1000676829,F,37,6
1000676830,F,37,6
1000676831,T,42,6
1000676832,T,35,6
1000676835,F,26,6
1000676836,F,26,6
1000677434,F,24,6
1000677435,F,24,6
1000677442,F,24,8
1000677443,F,21,8
1000678991,T,28,6
1000678992,T,28,6
1000678993,T,33,6
1000679007,T,25,6
1000679008,T,25,6
1000679017,T,30,6
1000679018,T,30,6
1000680089,T,40,8
1000680090,T,40,8
1000680091,F,30,6
1000680092,T,30,6
1000680097,T,40,8
1000680098,T,40,8
1000680105,F,45,6
1000680106,F,27,6
1000680699,F,6,7
1000680699,T,50,6
1000680700,T,50,6
1000680701,F,24,7
1000680702,F,21,9
1000680715,T,25,6
1000680716,T,25,6
1000681495,F,30,6
1000681496,F,30,6
1000681497,T,27,6
1000681498,T,29,6
1000681499,T,56,6
1000681500,T,60,6
1000681503,T,30,6
1000681504,T,27,6
1000681505,T,50,6
1000681506,T,50,6
1000681769,T,30,10
1000681777,T,21,10
1000681778,T,30,8
1000698032,F,22,6
1000698033,F,22,6
1000698034,F,22,6
1000698035,F,22,6
1000699886,F,30,6
1000699886,T,30,7
1000699887,F,30,6
1000699887,T,30,7
1000702976,F,22,8
1000702977,F,20,8
1000702978,F,29,6
1000702979,F,29,6
1000704435,T,30,6
1000704436,T,15,6
1000707434,T,30,6
1000707435,T,30,6
1000707436,T,39,6
1000707437,T,39,6
1000707438,T,30,6
1000707439,T,30,6
1000707440,T,30,6
1000707441,T,30,6
1000707538,F,28,6
1000707539,F,28,6
1000707540,F,28,6
1000707541,F,29,6
1000707544,F,30,6
1000707545,F,27,6
1000707546,F,30,6
1000707547,F,20,6
1000707548,F,21,6
1000707549,F,21,6
1000707550,F,30,6
1000707555,F,30,6
1000707556,F,30,6
1000707557,F,30,6
1000707558,F,30,6
1000707559,F,30,6
1000710058,F,62,6
1000710058,T,68,7
1000710059,F,62,6
1000710059,T,70,7
1000710066,F,62,6
1000710067,F,35,6
1000711108,F,39,6
1000711109,F,38,6
1000711112,F,43,8
1000711113,F,42,8
1000713354,T,30,6
1000713355,F,30,6
1000713357,T,35,6
1000713358,F,35,6
1000714161,F,35,6
1000714165,F,31,6
1000714166,T,31,6
1000714686,F,50,6
1000714687,F,50,6
1000714688,F,30,6
1000714688,T,30,6
1000714689,F,30,6
1000714689,T,30,6
1000714690,F,49,6
1000714691,F,49,6
1000714698,T,44,6
1000714699,T,44,6
1000717077,F,23,6
1000717077,T,31,6
1000717078,F,24,6
1000717078,T,18,6
1000717940,F,29,6
1000717941,F,28,6
1000717946,F,14,10
1000717946,T,24,10
1000717947,F,14,10
1000717947,T,24,10
1000717948,F,50,6
1000717948,T,50,8
1000717949,F,50,6
1000717949,T,50,8
1000719323,F,34,8
1000719327,T,43,6
1000719328,T,43,6
1000719329,F,22,6
1000719329,T,38,6
1000719330,F,22,6
1000719330,T,38,6
1000720139,T,30,6
1000720140,T,50,6
1000720247,F,25,6
1000720248,F,23,6
1000720249,F,20,6
1000720409,F,18,6
1000720410,F,13,6
1000720411,F,16,6
1000720412,F,19,6
1000720674,F,25,6
1000720688,T,30,10
1000720689,T,30,10
1000720690,T,50,6
1000720691,T,50,6
1000720692,T,48,6
1000720693,T,50,6
1000720696,F,18,6
1000720696,T,37,6
1000720697,F,2,6
1000720697,T,36,6
1000726974,F,30,6
1000726975,F,30,6
1000729227,F,32,6
1000729478,F,41,6
1000729479,F,41,6
1000729480,F,49,6
1000729481,F,49,6
1000729482,F,38,8
1000729483,F,37,8
1000731514,F,15,6
1000731514,T,7,6
1000731517,F,29,6
1000731517,T,28,6
1000734939,T,43,8
1000734940,T,18,8
1000734943,F,50,6
1000734944,F,50,6
1000734945,T,50,6
1000734946,T,40,6
1000734947,T,41,6
1000734950,F,30,6
1000734950,T,32,6
1000734951,T,35,6
1000734952,F,45,6
1000734953,T,30,7
1000739130,T,37,6
1000742947,T,24,6
1000742948,T,28,6
1000744479,T,70,6
1000744480,T,70,6
1000745346,F,50,6
1000745347,F,50,6
1000745378,T,15,6
1000745379,T,14,6
1000745380,T,20,6
1000745712,F,46,7
1000745715,F,29,8
1000745715,T,22,6
1000745716,F,29,8
1000745716,T,18,8
1000745724,T,41,7
1000749080,T,26,6
1000749088,F,50,6
1000749088,T,50,6
1000749089,F,90,6
1000753935,F,90,6
1000753936,T,50,6
1000753943,F,36,6
1000753944,F,36,6
1000753952,F,30,6
1000753954,F,50,6
1000753955,F,30,6
1000755538,T,24,6
1000755539,T,6,6
1000755546,F,34,6
1000755546,T,43,6
1000755547,F,30,6
1000755547,T,42,6
1000758216,T,50,6
1000758217,T,50,6
1000758219,T,87,6
1000758231,T,50,6
1000758232,T,50,6
1000758235,T,50,6
1000758236,T,50,6
1000759176,T,67,6
1000759177,T,67,6
1000759184,T,18,6
1000759185,T,18,6
1000760212,F,39,6
1000760213,F,25,6
1000767505,T,30,6
1000767506,T,30,6
1000789117,F,15,6
1000797840,T,39,6
1000797841,T,39,6
1000800778,F,50,6
1000800779,F,50,6
1000800783,T,34,6
1000802312,F,70,8
1000802313,F,70,8
1000802314,F,88,8
1000802315,F,85,8
1000805340,F,56,6
1000806478,F,54,8
1000806478,T,59,6
1000806479,F,59,6
1000806479,T,54,8
1000809549,F,23,6
1000812111,T,30,6
1000812112,T,30,6
1000812113,T,30,6
1000812255,F,50,6
1000812256,F,50,6
1000813267,T,30,6
1000813268,T,30,6
1000813270,T,27,6
1000813271,F,30,6
1000813271,T,26,6
1000813272,F,30,6
1000813272,T,20,6
1000813273,F,30,6
1000813274,F,30,6
1000822662,F,2,6
1000822663,F,29,6
1000829047,T,39,6
1000829048,T,46,6
1000829636,F,60,9
1000829637,F,52,7
1000830462,F,24,6
1000832493,T,25,7
1000832498,F,13,6
1000832498,T,37,8
1000832499,F,13,6
1000832499,T,37,8
1000848263,T,30,9
1000848264,T,30,9
1000850000,F,38,6
1000850001,F,40,6
1000859768,F,35,6
1000859769,F,28,6
1000875382,T,38,6
1000875383,T,28,6
1000875384,T,43,6
1000875385,T,39,6
1000875387,T,48,7
1000875388,F,36,7
1000875390,F,16,7
1000875393,F,50,6
1000875394,F,41,6
1000875395,F,38,6
1000875396,F,35,6
1000875396,T,33,6
1000875402,F,28,6
1000875407,F,28,6
1000876132,T,21,6
1000876133,T,21,6
1000876134,T,20,6
1000876135,T,20,6
1000876136,T,20,6
1000876137,T,20,6
1000876150,F,20,8
1000876151,F,20,8
1000878083,F,30,7
1000878085,F,50,8
1000878088,F,50,8
1000878089,F,50,8
1000878253,T,30,6
1000878254,T,30,6
1000878258,T,27,8
1000878786,T,30,6
1000878787,T,30,6
1000878824,F,30,7
1000878825,F,30,7
1000878826,F,50,6
1000878827,F,50,6
1000878828,F,40,6
1000878829,F,44,6
1000880833,T,50,6
1000880834,T,63,6
1000880835,F,50,6
1000880836,F,59,6
1000882292,T,30,6
1000882293,T,30,6
1000882296,T,43,6
1000882297,T,43,6
1000882300,F,24,6
1000882301,F,24,6
1000882306,F,23,6
1000882307,F,30,6
1000882308,F,28,6
1000882919,F,24,7
1000882925,T,39,6
1000882926,F,50,6
1000882926,T,39,6
1000882930,T,27,6
1000882931,T,27,6
1000882998,F,20,8
1000882999,F,21,8
1000883000,F,22,6
1000883001,F,22,6
1000883002,F,22,6
1000883010,F,28,6
1000883011,F,41,6
1000883012,F,16,8
1000883013,F,26,8
1000883016,F,30,6
1000883016,T,30,6
1000883017,F,30,6
1000883017,T,30,6
1000883028,T,27,7
1000883029,T,18,7
1000883032,T,38,6
1000883033,T,38,6
1000885608,T,50,6
1000885610,T,50,6
1000885611,T,50,6
1000885778,F,49,6
1000885779,F,49,6
1000885782,F,49,6
1000885783,F,46,6
1000885973,F,90,6
1000890277,T,27,6
1000890292,F,48,6
1000890293,T,48,6
1000893023,F,38,7
1000893023,T,69,8
1000893024,F,35,7
1000893024,T,70,8
1000893025,T,46,8
1000893026,T,46,8
1000893179,T,36,6
1000893180,T,36,6
1000893183,F,30,6
1000893184,F,30,6
1000894515,T,10,6
1000894516,T,3,6
1000894521,T,35,6
1000895132,F,12,6
1000895133,F,5,6
1000898664,F,41,8
1000898665,F,21,8
1000901537,F,32,6
