ID,direction,speed,reliability
1000611560,F,21,6
1000611560,T,26,6
1000611561,T,50,10
1000611562,T,50,10
1000611564,T,30,8
1000611567,T,50,10
1000611568,T,50,10
1000611569,T,30,8
1000611570,T,30,8
1000612544,F,49,6
1000612545,F,49,6
1000612546,F,49,6
1000612547,F,49,6
1000612550,F,47,6
1000612552,F,50,6
1000612715,F,30,6
1000612716,F,30,6
1000612722,T,18,6
1000612723,T,18,6
1000612724,T,18,6
1000612762,F,30,6
1000612763,F,30,6
1000612764,F,30,6
1000612765,F,30,6
1000613840,T,17,9
1000613841,T,17,9
1000613843,F,27,8
1000613848,F,46,6
1000613849,F,46,6
1000613850,F,15,8
1000613851,F,16,8
1000613852,T,29,8
1000613860,T,11,6
1000613861,T,18,6
1000615310,T,44,6
1000615311,T,42,6
1000615316,T,33,6
1000615317,T,37,6
1000615548,F,25,6
1000615548,T,30,6
1000615549,F,22,6
1000615549,T,30,6
1000615554,F,85,6
1000615555,F,85,6
1000615564,F,12,6
1000615565,F,15,8
1000617589,F,47,6
1000617626,F,32,6
1000617627,F,50,6
1000617679,T,30,6
1000617680,F,30,6
1000618172,F,49,6
1000618176,T,30,10
1000618177,T,37,10
1000619087,F,40,6
1000619088,F,50,6
1000619089,F,23,10
1000619090,F,43,7
1000619093,F,50,7
1000619094,F,50,7
1000619101,F,42,6
1000619103,F,36,7
1000619104,F,36,7
1000619764,T,50,6
1000619765,T,45,6
1000619775,T,65,6
1000619776,F,65,6
1000619779,F,50,6
1000619780,F,50,6
1000620223,T,16,6
1000620224,T,16,6
1000620228,T,16,6
1000620229,T,16,6
1000620230,T,16,6
1000620233,T,20,7
1000620234,T,39,7
1000620238,F,23,6
1000621574,T,31,8
1000621575,T,46,8
1000621576,F,50,8
1000621577,T,50,8
1000621583,T,35,7
1000621584,F,50,6
1000621585,F,50,6
1000621586,F,16,10
1000621586,T,37,6
1000621587,F,7,10
1000621587,T,37,6
1000621588,T,30,7
1000621589,T,30,7
1000621590,T,30,7
1000621591,T,30,7
1000621594,T,30,7
1000621595,T,30,7
1000622339,T,40,6
1000622340,T,40,6
1000622343,T,40,6
1000622344,T,40,6
1000622345,T,40,6
1000622346,T,40,6
1000622347,F,45,6
1000622348,F,45,6
1000622349,T,50,6
1000622714,F,29,6
1000622717,T,26,10
1000622720,T,31,10
1000622721,T,29,10
1000622723,F,44,8
1000622725,T,20,6
1000622726,F,31,10
1000622727,T,27,10
1000622728,F,31,6
1000622729,F,29,6
1000623783,T,50,6
1000623784,T,48,6
1000623785,T,29,6
1000623786,T,29,6
1000623787,F,30,6
1000623788,F,30,6
1000623789,T,29,6
1000623791,T,30,6
1000623792,F,36,10
1000623792,T,37,6
1000623793,F,36,10
1000623793,T,37,6
1000623794,F,36,10
1000623794,T,37,6
1000623795,T,50,6
1000623796,T,50,6
1000624071,T,30,6
1000624072,T,30,6
1000624073,T,31,6
1000624074,F,31,6
1000626690,T,50,6
1000626691,T,50,6
1000626724,T,30,6
1000626725,F,30,6
1000627168,F,30,6
1000627168,T,30,6
1000627169,F,41,6
1000627169,T,32,6
1000627490,T,39,7
1000627491,T,43,7
1000627492,T,46,7
1000627493,T,47,7
1000627494,F,43,6
1000627495,F,28,6
1000627496,F,34,6
1000627499,T,40,6
1000627500,T,40,6
1000627501,T,50,6
1000627502,T,50,6
1000627503,T,50,6
1000627504,T,50,6
1000627507,F,48,6
1000627509,T,54,7
1000627510,T,53,7
1000627511,T,50,6
1000627512,T,50,6
1000627513,T,50,6
1000633511,F,33,8
1000633884,F,50,6
1000633885,F,50,6
1000633886,F,50,6
1000633887,F,50,6
1000633888,F,50,6
1000633889,F,50,6
1000633890,F,50,6
1000633891,F,9,6
1000633892,F,50,6
1000633893,F,50,6
1000633894,F,50,6
1000633899,F,50,6
1000633900,F,50,6
1000634251,F,18,8
1000634251,T,30,6
1000634252,F,18,8
1000634252,T,30,6
1000634253,F,18,8
1000634253,T,30,6
1000634255,F,20,6
1000634256,F,20,6
1000634259,T,28,6
1000634260,T,20,6
1000634261,T,20,6
1000634274,F,30,6
1000634710,T,30,6
1000634711,T,30,6
1000634714,T,30,6
1000634837,F,42,8
1000634838,F,50,8
1000634839,T,50,6
1000634840,T,50,6
1000635345,F,66,6
1000635345,T,70,6
1000635346,F,66,6
1000635346,T,80,6
1000635820,T,30,6
1000635821,T,30,6
1000637439,F,35,6
1000637440,F,39,6
1000637441,F,43,6
1000637442,F,29,8
1000638816,F,27,6
1000638817,F,30,6
1000638818,F,13,6
1000638819,F,27,6
1000642921,F,23,6
1000642922,F,16,6
1000643699,F,25,6
1000643699,T,30,6
1000643700,F,25,6
1000643700,T,30,6
1000643701,F,25,6
1000643701,T,30,6
1000643706,F,6,7
1000643707,F,21,7
1000643753,T,32,6
1000643754,T,53,6
1000643755,F,52,6
1000643756,F,50,6
1000643912,F,30,8
1000643913,F,29,10
1000643914,T,27,10
1000643915,T,25,10
1000643916,T,25,10
1000643917,T,30,10
1000643922,T,29,10
1000643923,T,30,10
1000643928,F,30,10
1000643928,T,16,6
1000643929,F,30,10
1000643929,T,16,6
1000643930,T,18,10
1000643931,T,18,10
1000643932,T,29,6
1000643933,T,30,6
1000646211,F,35,6
1000646365,F,22,8
1000646366,F,22,8
1000646379,F,14,6
1000646379,T,42,6
1000646380,F,14,6
1000646380,T,42,6
1000646383,T,26,8
1000646384,T,23,8
1000646385,F,30,6
1000646385,T,29,6
1000646386,F,30,6
1000646386,T,29,6
1000648386,F,14,6
1000649019,T,47,10
1000649020,T,49,10
1000649022,T,40,6
1000649023,T,31,6
1000649476,T,19,6
1000649477,T,23,6
1000649478,T,19,6
1000649481,F,19,6
1000649481,T,28,6
1000649482,F,19,6
1000649482,T,22,6
1000649483,F,23,6
1000649483,T,34,6
1000649484,F,19,6
1000649484,T,31,6
1000649485,T,29,6
1000649486,T,26,6
1000649487,T,26,6
1000649488,T,26,6
1000649495,T,20,6
1000649496,T,19,6
1000649957,F,30,10
1000649957,T,27,6
1000649958,F,22,10
1000649959,T,13,6
1000650603,F,50,6
1000650604,F,50,6
1000650682,F,47,6
1000650683,F,47,6
1000650700,F,74,6
1000650701,F,74,6
1000650783,F,21,6
1000651414,T,30,7
1000651415,T,30,7
1000651416,T,30,7
1000653239,T,23,6
1000653505,T,48,6
1000653965,T,30,6
1000654422,F,27,8
1000654423,F,27,8
1000654670,T,8,9
1000654671,T,17,6
1000654672,T,7,6
1000654673,T,7,6
1000655260,T,43,6
1000655264,F,50,6
1000655265,F,50,6
1000655266,F,50,6
1000655267,F,50,6
1000655268,T,30,6
1000655269,T,30,6
1000655270,T,29,6
1000655271,T,30,6
1000655536,F,25,6
1000655537,T,25,6
1000655538,F,35,6
1000655541,F,28,6
1000656000,F,30,10
1000656000,T,30,6
1000656001,F,30,10
1000656001,T,30,6
1000656328,T,25,6
1000656329,T,25,6
1000656330,T,50,10
1000656331,T,50,10
1000656332,T,30,10
1000656333,T,30,10
1000656732,F,36,6
1000656733,F,36,6
1000656738,T,50,6
1000656739,T,50,6
1000656741,F,40,6
1000656741,T,50,6
1000656742,F,36,6
1000656743,F,36,6
1000657775,F,27,7
1000657775,T,38,6
1000657777,T,30,6
1000657778,T,15,6
1000657779,T,18,6
1000657780,T,24,6
1000658169,F,25,8
1000658169,T,40,6
1000658170,F,25,8
1000658170,T,40,6
1000658182,T,30,6
1000658183,T,30,6
1000658192,T,30,6
1000659071,F,23,8
1000659071,T,27,6
1000659072,F,23,8
1000659072,T,32,6
1000659073,F,27,6
1000659074,F,22,6
1000659074,T,44,7
1000659076,F,30,6
1000659077,F,16,6
1000659078,F,9,6
1000659079,F,50,6
1000659080,F,50,6
1000659081,T,35,6
1000659082,T,37,6
1000659083,F,31,6
1000659084,F,31,6
1000659085,T,31,6
1000660104,T,23,6
1000660105,T,19,6
1000661097,T,30,6
1000661098,T,30,6
1000661103,T,36,6
1000661104,T,37,6
1000661773,T,19,6
1000661774,T,19,6
1000662144,T,25,6
1000662145,T,25,6
1000662154,F,30,6
1000662155,F,30,6
1000662156,F,30,6
1000662433,F,21,6
1000662434,F,24,6
1000662435,F,30,6
1000662436,F,30,6
1000662439,T,24,6
1000662440,F,30,6
1000662441,F,17,6
1000662442,F,21,6
1000662880,F,30,6
1000662881,F,30,6
1000668756,T,30,7
1000668757,T,30,7
1000668758,T,37,7
1000668759,F,19,7
1000669232,T,30,6
1000669233,T,30,6
1000669236,T,39,6
1000669237,T,35,6
1000669238,T,30,6
1000669239,T,30,6
1000669530,T,30,6
1000669531,T,32,6
1000670321,F,32,6
1000670322,F,36,6
1000670323,F,36,6
1000670328,T,25,6
1000670329,T,26,6
1000670331,T,30,6
1000670333,F,40,10
1000670333,T,42,8
1000674988,T,27,6
1000674989,T,27,6
1000674990,T,27,6
1000674991,T,27,6
1000674994,F,47,6
1000674995,F,47,6
1000674996,F,47,6
1000674996,T,38,10
1000674997,F,47,6
1000674997,T,32,10
1000675000,T,27,6
1000675001,T,27,6
1000675002,F,41,6
1000675003,F,41,6
1000675176,T,70,6
1000675181,T,70,6
1000675824,T,45,6
1000675825,T,45,6
1000675826,T,45,6
1000675827,T,46,6
1000675828,T,40,6
1000675829,T,40,6
1000675830,T,44,6
1000675831,T,44,6
1000675832,F,21,7
1000675832,T,30,10
1000675856,T,30,6
1000675857,T,30,6
1000676259,F,31,10
1000676260,F,34,10
1000676457,F,20,6
1000676458,F,5,6
1000676461,T,30,6
1000676462,T,30,6
1000676729,F,33,6
1000676729,T,31,6
1000676730,F,11,8
1000676730,T,44,6
1000676825,F,41,10
1000676825,T,35,6
1000676826,F,28,10
1000676826,T,20,8
1000676827,F,71,6
1000676827,T,51,6
1000676828,F,71,6
1000676828,T,48,6
1000676833,F,29,6
1000676834,F,29,6
1000677211,T,29,6
1000677212,T,29,6
1000677434,F,18,8
1000677435,F,16,8
1000677437,T,50,6
1000677441,T,23,8
1000677442,T,17,6
1000677443,F,50,6
1000677443,T,18,6
1000678996,F,38,6
1000678997,F,38,6
1000678998,F,38,6
1000678999,F,38,6
1000679002,T,30,6
1000679003,T,30,6
1000679013,F,28,6
1000679013,T,16,6
1000679014,F,38,6
1000679014,T,38,6
1000679016,F,22,6
1000679503,T,61,6
1000679504,T,65,6
